timestamp,battery_percent,cpu_usage_percent,memory_total,memory_available,memory_percent,disk_total,disk_used,disk_free,disk_percent,bytes_sent,bytes_recv,pid,app_name,app_cpu_percent,app_memory_percent,app_cpu_time,app_num_threads
2024-07-14T19:02:22.908,28,8.9,16876888064,1514811392,91,255529578496,255486337024,43241472,100,88621914,561128741,0,System Idle Process,1110.7,4.85397543014717E-05,"pcputimes(user=0.0, system=456284.76562499994, children_user=0.0, children_system=0.0)",24
2024-07-14T19:02:22.908,28,8.9,16876888064,1514811392,91,255529578496,255486337024,43241472,100,88621914,561128741,4,System,2.2,0.0238087494848719,"pcputimes(user=0.0, system=1055.0, children_user=0.0, children_system=0.0)",352
2024-07-14T19:02:22.908,28,8.9,16876888064,1514811392,91,255529578496,255486337024,43241472,100,88621914,561128741,140,,0,0.287015567184602,"pcputimes(user=0.0, system=0.0, children_user=0.0, children_system=0.0)",0
2024-07-14T19:02:22.908,28,8.9,16876888064,1514811392,91,255529578496,255486337024,43241472,100,88621914,561128741,172,Registry,0,0.473262604439349,"pcputimes(user=0.0, system=1.6875, children_user=0.0, children_system=0.0)",4
2024-07-14T19:02:22.908,28,8.9,16876888064,1514811392,91,255529578496,255486337024,43241472,100,88621914,561128741,640,python.exe,0,0.788698197767463,"pcputimes(user=0.6875, system=0.515625, children_user=0.0, children_system=0.0)",18
2024-07-14T19:02:22.908,28,8.9,16876888064,1514811392,91,255529578496,255486337024,43241472,100,88621914,561128741,772,smss.exe,0,0.00689264511080898,"pcputimes(user=0.0, system=0.265625, children_user=0.0, children_system=0.0)",2
2024-07-14T19:02:22.908,28,8.9,16876888064,1514811392,91,255529578496,255486337024,43241472,100,88621914,561128741,796,svchost.exe,0,0.101229657595719,"pcputimes(user=6.296875, system=7.21875, children_user=0.0, children_system=0.0)",17
2024-07-14T19:02:22.908,28,8.9,16876888064,1514811392,91,255529578496,255486337024,43241472,100,88621914,561128741,1064,csrss.exe,0,0.0350214327285118,"pcputimes(user=0.359375, system=2.65625, children_user=0.0, children_system=0.0)",14
2024-07-14T19:02:22.908,28,8.9,16876888064,1514811392,91,255529578496,255486337024,43241472,100,88621914,561128741,1156,wininit.exe,0,0.0373270710578317,"pcputimes(user=0.015625, system=0.0, children_user=0.0, children_system=0.0)",2
2024-07-14T19:02:22.908,28,8.9,16876888064,1514811392,91,255529578496,255486337024,43241472,100,88621914,561128741,1164,svchost.exe,0,0.070188484719928,"pcputimes(user=0.171875, system=0.34375, children_user=0.0, children_system=0.0)",10
2024-07-14T19:02:22.908,28,8.9,16876888064,1514811392,91,255529578496,255486337024,43241472,100,88621914,561128741,1232,WindowsPackageManagerServer.exe,0,0.173675240890666,"pcputimes(user=0.1875, system=0.25, children_user=0.0, children_system=0.0)",4
2024-07-14T19:02:22.908,28,8.9,16876888064,1514811392,91,255529578496,255486337024,43241472,100,88621914,561128741,1264,pythonw.exe,0,0.0600922158252219,"pcputimes(user=0.0625, system=0.046875, children_user=0.0, children_system=0.0)",1
2024-07-14T19:02:22.908,28,8.9,16876888064,1514811392,91,255529578496,255486337024,43241472,100,88621914,561128741,1268,services.exe,0.2,0.098584240986289,"pcputimes(user=12.21875, system=19.9375, children_user=0.0, children_system=0.0)",11
2024-07-14T19:02:22.908,28,8.9,16876888064,1514811392,91,255529578496,255486337024,43241472,100,88621914,561128741,1324,LsaIso.exe,0,0.021406031646949,"pcputimes(user=0.0, system=0.34375, children_user=0.0, children_system=0.0)",1
2024-07-14T19:02:22.908,28,8.9,16876888064,1514811392,91,255529578496,255486337024,43241472,100,88621914,561128741,1340,lsass.exe,0,0.179912599318405,"pcputimes(user=21.625, system=19.75, children_user=0.0, children_system=0.0)",9
2024-07-14T19:02:22.908,28,8.9,16876888064,1514811392,91,255529578496,255486337024,43241472,100,88621914,561128741,1396,svchost.exe,0,0.0618881867343764,"pcputimes(user=0.4375, system=0.375, children_user=0.0, children_system=0.0)",4
